'Elapsed time','v4'
7.007,0.058
7.008,0.066
7.009,0.062
7.010,0.053
7.011,0.049
7.012,0.046
7.013,0.048
7.014,0.053
7.015,0.049
7.016,0.055
7.017,0.054
7.018,0.049
7.019,0.049
7.020,0.046
7.021,0.040
7.022,0.043
7.023,0.047
7.024,0.041
7.025,0.040
7.026,0.038
7.027,0.044
7.028,0.052
7.029,0.051
7.030,0.052
7.031,0.053
7.032,0.051
7.033,0.054
7.034,0.062
7.035,0.065
7.036,0.065
7.037,0.070
7.038,0.070
7.039,0.065
7.040,0.060
7.041,0.061
7.042,0.066
7.043,0.059
7.044,0.053
7.045,0.056
7.046,0.060
7.047,0.066
7.048,0.069
7.049,0.071
7.050,0.070
7.051,0.077
7.052,0.080
7.053,0.068
7.054,0.058
7.055,0.059
7.056,0.063
7.057,0.060
7.058,0.061
7.059,0.065
7.060,0.071
7.061,0.070
7.062,0.066
7.063,0.068
7.064,0.075
7.065,0.080
7.066,0.073
7.067,0.069
7.068,0.070
7.069,0.076
7.070,0.083
7.071,0.091
7.072,0.089
7.073,0.086
7.074,0.095
7.075,0.085
7.076,0.082
7.077,0.087
7.078,0.092
7.079,0.100
7.080,0.100
7.081,0.098
7.082,0.096
7.083,0.100
7.084,0.101
7.085,0.102
7.086,0.101
7.087,0.102
7.088,0.107
7.089,0.108
7.090,0.107
7.091,0.104
7.092,0.111
7.093,0.118
7.094,0.116
7.095,0.119
7.096,0.127
7.097,0.134
7.098,0.142
7.099,0.135
7.100,0.136
7.101,0.136
7.102,0.117
7.103,0.116
7.104,0.112
7.105,0.117
7.106,0.128
7.107,0.126
7.108,0.126
7.109,0.117
7.110,0.115
7.111,0.124
7.112,0.120
7.113,0.116
7.114,0.120
7.115,0.109
7.116,0.107
7.117,0.113
7.118,0.116
7.119,0.116
7.120,0.116
7.121,0.119
7.122,0.112
7.123,0.107
7.124,0.103
7.125,0.101
7.126,0.105
7.127,0.110
7.128,0.101
7.129,0.091
7.130,0.090
7.131,0.086
7.132,0.087
7.133,0.097
7.134,0.097
7.135,0.089
7.136,0.093
7.137,0.096
7.138,0.092
7.139,0.092
7.140,0.088
7.141,0.086
7.142,0.091
7.143,0.097
7.144,0.092
7.145,0.095
7.146,0.099
7.147,0.096
7.148,0.089
7.149,0.084
7.150,0.084
7.151,0.081
7.152,0.077
7.153,0.067
7.154,0.063
7.155,0.069
7.156,0.072
7.157,0.075
7.158,0.076
7.159,0.081
7.160,0.084
7.161,0.085
7.162,0.083
7.163,0.075
7.164,0.064
7.165,0.051
7.166,0.039
7.167,0.026
7.168,0.032
7.169,0.038
7.170,0.034
7.171,0.044
7.172,0.042
7.173,0.039
7.174,0.049
7.175,0.049
7.176,0.035
7.177,0.025
7.178,0.026
7.179,0.032
7.180,0.032
7.181,0.029
7.182,0.034
7.183,0.037
7.184,0.042
7.185,0.045
7.186,0.042
7.187,0.049
7.188,0.051
7.189,0.043
7.190,0.038
7.191,0.036
7.192,0.035
7.193,0.031
7.194,0.031
7.195,0.031
7.196,0.029
7.197,0.033
7.198,0.036
7.199,0.037
7.200,0.041
7.201,0.039
7.202,0.037
7.203,0.028
7.204,0.030
7.205,0.029
7.206,0.021
7.207,0.034
7.208,0.035
7.209,0.041
7.210,0.040
7.211,0.035
7.212,0.043
7.213,0.045
7.214,0.049
7.215,0.057
7.216,0.053
7.217,0.048
7.218,0.048
7.219,0.046
7.220,0.040
7.221,0.032
7.222,0.025
7.223,0.021
7.224,0.021
7.225,0.018
7.226,0.011
7.227,0.006
7.228,-0.005
7.229,-0.027
7.230,-0.040
7.231,-0.053
7.232,-0.061
7.233,-0.055
7.234,-0.042
7.235,-0.019
7.236,0.006
7.237,0.021
7.238,0.040
7.239,0.071
7.240,0.110
7.241,0.138
7.242,0.152
7.243,0.185
7.244,0.229
7.245,0.265
7.246,0.305
7.247,0.372
7.248,0.447
7.249,0.519
7.250,0.580
7.251,0.632
7.252,0.705
7.253,0.763
7.254,0.830
7.255,0.899
7.256,0.914
7.257,0.911
7.258,0.909
7.259,0.912
7.260,0.914
7.261,0.892
7.262,0.854
7.263,0.799
7.264,0.732
7.265,0.658
7.266,0.565
7.267,0.446
7.268,0.287
7.269,0.102
7.270,-0.070
7.271,-0.237
7.272,-0.370
7.273,-0.460
7.274,-0.530
7.275,-0.564
7.276,-0.579
7.277,-0.598
7.278,-0.614
7.279,-0.643
7.280,-0.670
7.281,-0.696
7.282,-0.730
7.283,-0.747
7.284,-0.765
7.285,-0.776
7.286,-0.772
7.287,-0.754
7.288,-0.717
7.289,-0.686
7.290,-0.673
7.291,-0.665
7.292,-0.646
7.293,-0.624
7.294,-0.605
7.295,-0.572
7.296,-0.528
7.297,-0.493
7.298,-0.463
7.299,-0.440
7.300,-0.423
7.301,-0.404
7.302,-0.393
7.303,-0.395
7.304,-0.391
7.305,-0.384
7.306,-0.376
7.307,-0.366
7.308,-0.347
7.309,-0.318
7.310,-0.306
7.311,-0.298
7.312,-0.291
7.313,-0.284
7.314,-0.270
7.315,-0.269
7.316,-0.263
7.317,-0.259
7.318,-0.249
7.319,-0.237
7.320,-0.231
7.321,-0.216
7.322,-0.229
7.323,-0.241
7.324,-0.245
7.325,-0.253
7.326,-0.247
7.327,-0.247
7.328,-0.239
7.329,-0.244
7.330,-0.260
7.331,-0.241
7.332,-0.228
7.333,-0.215
7.334,-0.206
7.335,-0.196
7.336,-0.186
7.337,-0.183
7.338,-0.173
7.339,-0.161
7.340,-0.142
7.341,-0.122
7.342,-0.099
7.343,-0.092
7.344,-0.095
7.345,-0.090
7.346,-0.080
7.347,-0.070
7.348,-0.064
7.349,-0.054
7.350,-0.050
7.351,-0.051
7.352,-0.043
7.353,-0.033
7.354,-0.028
7.355,-0.029
7.356,-0.034
7.357,-0.029
7.358,-0.024
7.359,-0.017
7.360,-0.014
7.361,-0.014
7.362,-0.009
7.363,-0.007
7.364,-0.003
7.365,-0.006
7.366,-0.006
7.367,-0.005
7.368,-0.007
7.369,-0.006
7.370,-0.007
7.371,-0.013
7.372,-0.011
7.373,-0.011
7.374,-0.011
7.375,-0.010
7.376,-0.008
7.377,-0.004
7.378,-0.007
7.379,-0.001
7.380,0.009
7.381,0.009
7.382,-0.001
7.383,-0.005
7.384,-0.003
7.385,-0.004
7.386,-0.006
7.387,-0.004
7.388,-0.006
7.389,-0.011
7.390,-0.013
7.391,-0.013
7.392,-0.005
7.393,-0.009
7.394,-0.018
7.395,-0.019
7.396,-0.022
7.397,-0.022
7.398,-0.014
7.399,-0.007
7.400,-0.007
7.401,-0.005
7.402,-0.005
7.403,-0.012
7.404,-0.013
7.405,-0.011
7.406,-0.009
7.407,-0.013
7.408,-0.013
7.409,-0.010
7.410,-0.007
7.411,0.003
7.412,-0.001
7.413,-0.013
7.414,-0.017
7.415,-0.019
7.416,-0.018
7.417,-0.015
7.418,-0.012
7.419,-0.010
7.420,-0.007
7.421,-0.010
7.422,-0.010
7.423,-0.013
7.424,-0.018
7.425,-0.021
7.426,-0.021
7.427,-0.015
7.428,-0.015
7.429,-0.011
7.430,-0.009
7.431,-0.016
7.432,-0.018
7.433,-0.018
7.434,-0.024
7.435,-0.025
7.436,-0.022
7.437,-0.021
7.438,-0.019
7.439,-0.023
7.440,-0.021
7.441,-0.017
7.442,-0.018
7.443,-0.017
7.444,-0.017
7.445,-0.018
7.446,-0.011
7.447,-0.008
7.448,-0.009
7.449,-0.014
7.450,-0.020
7.451,-0.020
7.452,-0.014
7.453,-0.011
7.454,-0.014
7.455,-0.012
7.456,-0.010
7.457,-0.006
7.458,-0.004
7.459,-0.004
7.460,0.003
7.461,0.002
7.462,-0.002
7.463,0.001
7.464,0.002
7.465,-0.006
7.466,-0.012
7.467,-0.011
7.468,-0.015
7.469,-0.004
7.470,0.004
7.471,-0.004
7.472,-0.007
7.473,-0.009
7.474,-0.013
7.475,-0.013
7.476,-0.008
7.477,-0.003
7.478,-0.001
7.479,0.006
7.480,0.007
7.481,0.011
7.482,0.013
7.483,0.004
7.484,0.010
7.485,0.017
7.486,0.018
7.487,0.019
7.488,0.020
7.489,0.022
7.490,0.021
7.491,0.028
7.492,0.036
7.493,0.037
7.494,0.039
7.495,0.041
7.496,0.040
7.497,0.035
7.498,0.027
7.499,0.029
7.500,0.033
7.501,0.042
7.502,0.041
7.503,0.037
7.504,0.049
7.505,0.045
7.506,0.035
7.507,0.034
7.508,0.043
7.509,0.050
7.510,0.052
7.511,0.056
7.512,0.057
7.513,0.060
7.514,0.057
7.515,0.059
7.516,0.069
7.517,0.074
7.518,0.081
7.519,0.085
7.520,0.086
7.521,0.086
7.522,0.086
7.523,0.086
7.524,0.087
7.525,0.088
7.526,0.088
7.527,0.094
7.528,0.094
7.529,0.093
7.530,0.095
7.531,0.094
7.532,0.093
7.533,0.098
7.534,0.104
7.535,0.106
7.536,0.110
7.537,0.111
7.538,0.105
7.539,0.109
7.540,0.110
7.541,0.108
7.542,0.111
7.543,0.115
7.544,0.117
7.545,0.113
7.546,0.112
7.547,0.111
7.548,0.111
7.549,0.113
7.550,0.113
7.551,0.113
7.552,0.113
7.553,0.113
7.554,0.114
7.555,0.116
7.556,0.124
7.557,0.122
7.558,0.111
7.559,0.109
7.560,0.111
7.561,0.115
7.562,0.115
7.563,0.114
7.564,0.118
7.565,0.120
7.566,0.120
7.567,0.120
7.568,0.119
7.569,0.123
7.570,0.129
7.571,0.127
7.572,0.124
7.573,0.126
7.574,0.124
7.575,0.122
7.576,0.120
7.577,0.115
7.578,0.111
7.579,0.111
7.580,0.112
7.581,0.114
7.582,0.108
7.583,0.107
7.584,0.116
7.585,0.112
7.586,0.114
7.587,0.118
7.588,0.111
7.589,0.102
7.590,0.096
7.591,0.102
7.592,0.106
7.593,0.108
7.594,0.108
7.595,0.103
7.596,0.106
7.597,0.102
7.598,0.099
7.599,0.105
7.600,0.102
7.601,0.101
7.602,0.093
7.603,0.079
7.604,0.088
7.605,0.088
7.606,0.077
7.607,0.080
7.608,0.086
7.609,0.083
7.610,0.087
7.611,0.090
7.612,0.084
7.613,0.076
7.614,0.072
7.615,0.079
7.616,0.072
7.617,0.067
7.618,0.070
7.619,0.075
7.620,0.074
7.621,0.072
7.622,0.072
7.623,0.070
7.624,0.070
7.625,0.067
7.626,0.070
7.627,0.074
7.628,0.068
7.629,0.061
7.630,0.056
7.631,0.050
7.632,0.056
7.633,0.061
7.634,0.051
7.635,0.045
7.636,0.054
7.637,0.052
7.638,0.034
7.639,0.034
7.640,0.047
7.641,0.049
7.642,0.046
7.643,0.041
7.644,0.040
7.645,0.043
7.646,0.042
7.647,0.042
7.648,0.048
7.649,0.047
7.650,0.046
7.651,0.048
7.652,0.043
7.653,0.037
7.654,0.035
7.655,0.040
7.656,0.037
7.657,0.038
7.658,0.038
7.659,0.030
7.660,0.029
7.661,0.030
7.662,0.040
7.663,0.043
7.664,0.042
7.665,0.048
7.666,0.048
7.667,0.039
7.668,0.040
7.669,0.037
7.670,0.030
7.671,0.035
7.672,0.042
7.673,0.045
7.674,0.041
7.675,0.036
7.676,0.042
7.677,0.044
7.678,0.046
7.679,0.045
7.680,0.042
7.681,0.037
7.682,0.043
7.683,0.042
7.684,0.033
7.685,0.038
7.686,0.041
7.687,0.040
7.688,0.039
7.689,0.040
7.690,0.044
7.691,0.040
7.692,0.036
7.693,0.035
7.694,0.036
7.695,0.037
7.696,0.037
7.697,0.040
7.698,0.044
7.699,0.046
7.700,0.045
7.701,0.050
7.702,0.050
7.703,0.044
7.704,0.052
7.705,0.052
7.706,0.044
7.707,0.048
7.708,0.051
7.709,0.053
7.710,0.054
7.711,0.047
7.712,0.049
7.713,0.056
7.714,0.055
7.715,0.059
7.716,0.060
7.717,0.053
7.718,0.043
7.719,0.041
7.720,0.050
7.721,0.058
7.722,0.056
7.723,0.051
7.724,0.051
7.725,0.049
7.726,0.051
7.727,0.050
7.728,0.051
7.729,0.053
7.730,0.056
7.731,0.058
7.732,0.047
7.733,0.049
7.734,0.052
7.735,0.051
7.736,0.051
7.737,0.051
7.738,0.051
7.739,0.051
7.740,0.052
7.741,0.053
7.742,0.054
7.743,0.051
7.744,0.055
7.745,0.059
7.746,0.053
7.747,0.051
7.748,0.053
7.749,0.050
7.750,0.049
7.751,0.052
7.752,0.053
7.753,0.053
7.754,0.053
7.755,0.056
7.756,0.057
7.757,0.059
7.758,0.061
7.759,0.061
7.760,0.061
7.761,0.063
7.762,0.066
7.763,0.062
7.764,0.067
7.765,0.070
7.766,0.067
7.767,0.073
7.768,0.068
7.769,0.064
7.770,0.069
7.771,0.070
7.772,0.075
7.773,0.067
7.774,0.055
7.775,0.063
7.776,0.065
7.777,0.060
7.778,0.066
7.779,0.063
7.780,0.058
7.781,0.066
7.782,0.068
7.783,0.070
7.784,0.070
7.785,0.071
7.786,0.075
7.787,0.070
7.788,0.071
7.789,0.069
7.790,0.066
7.791,0.070
7.792,0.072
7.793,0.079
7.794,0.086
7.795,0.087
7.796,0.087
7.797,0.083
7.798,0.081
7.799,0.085
7.800,0.087
7.801,0.090
7.802,0.093
7.803,0.090
7.804,0.100
7.805,0.103
7.806,0.100
7.807,0.102
7.808,0.100
7.809,0.106
7.810,0.113
7.811,0.110
7.812,0.109
7.813,0.112
7.814,0.116
7.815,0.113
7.816,0.107
7.817,0.111
7.818,0.116
7.819,0.118
7.820,0.117
7.821,0.118
7.822,0.121
7.823,0.123
7.824,0.127
7.825,0.128
7.826,0.130
7.827,0.132
7.828,0.136
7.829,0.138
7.830,0.133
7.831,0.133
7.832,0.133
7.833,0.136
7.834,0.130
7.835,0.117
7.836,0.126
7.837,0.121
7.838,0.115
7.839,0.120
7.840,0.119
7.841,0.126
7.842,0.126
7.843,0.119
7.844,0.125
7.845,0.126
7.846,0.124
7.847,0.128
7.848,0.126
7.849,0.127
7.850,0.121
7.851,0.105
7.852,0.103
7.853,0.106
7.854,0.108
7.855,0.104
7.856,0.100
7.857,0.098
7.858,0.095
7.859,0.098
7.860,0.098
7.861,0.096
7.862,0.094
7.863,0.094
7.864,0.093
7.865,0.090
7.866,0.089
7.867,0.091
7.868,0.094
7.869,0.097
7.870,0.101
7.871,0.097
7.872,0.093
7.873,0.095
7.874,0.081
7.875,0.081
7.876,0.094
7.877,0.093
7.878,0.090
7.879,0.072
7.880,0.065
7.881,0.072
7.882,0.070
7.883,0.068
7.884,0.068
7.885,0.072
7.886,0.070
7.887,0.065
7.888,0.066
7.889,0.074
7.890,0.067
7.891,0.053
7.892,0.059
7.893,0.056
7.894,0.049
7.895,0.049
7.896,0.056
7.897,0.055
7.898,0.051
7.899,0.046
7.900,0.045
7.901,0.051
7.902,0.048
7.903,0.048
7.904,0.051
7.905,0.049
7.906,0.046
7.907,0.045
7.908,0.046
7.909,0.046
7.910,0.047
7.911,0.048
7.912,0.047
7.913,0.039
7.914,0.035
7.915,0.038
7.916,0.037
7.917,0.040
7.918,0.042
7.919,0.047
7.920,0.042
7.921,0.033
7.922,0.043
7.923,0.048
7.924,0.051
7.925,0.046
7.926,0.043
7.927,0.045
7.928,0.037
7.929,0.042
7.930,0.042
7.931,0.041
7.932,0.040
7.933,0.041
7.934,0.037
7.935,0.035
7.936,0.036
7.937,0.030
7.938,0.033
7.939,0.040
7.940,0.039
7.941,0.043
7.942,0.043
7.943,0.029
7.944,0.028
7.945,0.035
7.946,0.037
7.947,0.045
7.948,0.040
7.949,0.035
7.950,0.029
7.951,0.016
7.952,0.009
7.953,0.004
7.954,-0.009
7.955,-0.040
7.956,-0.056
7.957,-0.060
7.958,-0.070
7.959,-0.070
7.960,-0.065
7.961,-0.037
7.962,-0.013
7.963,-0.003
7.964,0.021
7.965,0.052
7.966,0.084
7.967,0.107
7.968,0.132
7.969,0.163
7.970,0.206
7.971,0.262
7.972,0.302
7.973,0.362
7.974,0.440
7.975,0.514
7.976,0.581
7.977,0.641
7.978,0.711
7.979,0.777
7.980,0.849
7.981,0.936
7.982,0.987
7.983,0.988
7.984,1.000
7.985,1.008
7.986,1.020
7.987,1.022
7.988,0.983
7.989,0.942
7.990,0.886
7.991,0.814
7.992,0.718
7.993,0.580
7.994,0.417
7.995,0.226
7.996,0.030
7.997,-0.161
7.998,-0.323
7.999,-0.432
8.000,-0.525
8.001,-0.574
8.002,-0.588
8.003,-0.601
8.004,-0.626
8.005,-0.654
8.006,-0.685
8.007,-0.718
8.008,-0.747
8.009,-0.767
8.010,-0.775
8.011,-0.794
8.012,-0.795
8.013,-0.781
8.014,-0.760
8.015,-0.724
8.016,-0.717
8.017,-0.711
8.018,-0.697
8.019,-0.675
8.020,-0.646
8.021,-0.606
8.022,-0.558
8.023,-0.519
8.024,-0.490
8.025,-0.475
8.026,-0.452
8.027,-0.447
8.028,-0.445
8.029,-0.437
8.030,-0.439
8.031,-0.430
8.032,-0.423
8.033,-0.411
8.034,-0.397
8.035,-0.383
8.036,-0.362
8.037,-0.346
8.038,-0.336
8.039,-0.315
8.040,-0.292
8.041,-0.278
8.042,-0.268
8.043,-0.251
8.044,-0.246
8.045,-0.253
8.046,-0.251
8.047,-0.252
8.048,-0.257
8.049,-0.268
8.050,-0.270
8.051,-0.279
8.052,-0.281
8.053,-0.268
8.054,-0.268
8.055,-0.265
8.056,-0.255
8.057,-0.239
8.058,-0.227
8.059,-0.220
8.060,-0.213
8.061,-0.203
8.062,-0.183
8.063,-0.169
8.064,-0.163
8.065,-0.146
8.066,-0.124
8.067,-0.116
8.068,-0.103
8.069,-0.092
8.070,-0.085
8.071,-0.072
8.072,-0.064
8.073,-0.059
8.074,-0.048
8.075,-0.041
8.076,-0.045
8.077,-0.041
8.078,-0.035
8.079,-0.032
8.080,-0.026
8.081,-0.025
8.082,-0.025
8.083,-0.019
8.084,-0.016
8.085,-0.013
8.086,-0.017
8.087,-0.015
8.088,-0.006
8.089,-0.010
8.090,-0.009
8.091,-0.003
8.092,-0.009
8.093,-0.013
8.094,-0.013
8.095,-0.025
8.096,-0.024
8.097,-0.021
8.098,-0.026
8.099,-0.019
8.100,-0.018
8.101,-0.017
8.102,-0.015
8.103,-0.013
8.104,-0.006
8.105,-0.013
8.106,-0.026
8.107,-0.021
8.108,-0.008
8.109,-0.007
8.110,-0.022
8.111,-0.031
8.112,-0.025
8.113,-0.021
8.114,-0.024
8.115,-0.022
8.116,-0.018
8.117,-0.015
8.118,-0.021
8.119,-0.025
8.120,-0.024
8.121,-0.024
8.122,-0.026
8.123,-0.023
8.124,-0.013
8.125,-0.015
8.126,-0.019
8.127,-0.019
8.128,-0.017
8.129,-0.016
8.130,-0.018
8.131,-0.020
8.132,-0.018
8.133,-0.023
8.134,-0.032
8.135,-0.028
8.136,-0.023
8.137,-0.022
8.138,-0.021
8.139,-0.019
8.140,-0.017
8.141,-0.021
8.142,-0.025
8.143,-0.023
8.144,-0.025
8.145,-0.021
8.146,-0.022
8.147,-0.024
8.148,-0.022
8.149,-0.025
8.150,-0.026
8.151,-0.022
8.152,-0.021
8.153,-0.030
8.154,-0.029
8.155,-0.029
8.156,-0.028
8.157,-0.029
8.158,-0.029
8.159,-0.029
8.160,-0.036
8.161,-0.031
8.162,-0.030
8.163,-0.029
8.164,-0.027
8.165,-0.029
8.166,-0.025
8.167,-0.022
8.168,-0.020
8.169,-0.028
8.170,-0.036
8.171,-0.038
8.172,-0.036
8.173,-0.033
8.174,-0.032
8.175,-0.028
8.176,-0.029
8.177,-0.032
8.178,-0.021
8.179,-0.024
8.180,-0.030
8.181,-0.029
8.182,-0.028
8.183,-0.022
8.184,-0.029
8.185,-0.027
8.186,-0.019
8.187,-0.016
8.188,-0.021
8.189,-0.021
8.190,-0.011
8.191,-0.023
8.192,-0.026
8.193,-0.016
8.194,-0.014
8.195,-0.017
8.196,-0.015
8.197,-0.013
8.198,-0.013
8.199,-0.009
8.200,-0.003
8.201,0.000
8.202,-0.005
8.203,-0.005
8.204,-0.001
8.205,0.001
8.206,0.006
8.207,0.005
8.208,0.001
8.209,0.004
8.210,0.004
8.211,0.002
8.212,0.004
8.213,0.007
8.214,0.010
8.215,0.009
8.216,0.005
8.217,0.013
8.218,0.018
8.219,0.011
8.220,0.013
8.221,0.021
8.222,0.021
8.223,0.021
8.224,0.026
8.225,0.027
8.226,0.028
8.227,0.020
8.228,0.025
8.229,0.040
8.230,0.038
8.231,0.028
8.232,0.036
8.233,0.035
8.234,0.024
8.235,0.030
8.236,0.033
8.237,0.043
8.238,0.056
8.239,0.057
8.240,0.045
8.241,0.041
8.242,0.047
8.243,0.051
8.244,0.067
8.245,0.067
8.246,0.058
8.247,0.061
8.248,0.065
8.249,0.066
8.250,0.067
8.251,0.070
8.252,0.071
8.253,0.074
8.254,0.076
8.255,0.077
8.256,0.079
8.257,0.085
8.258,0.085
8.259,0.085
8.260,0.088
8.261,0.092
8.262,0.089
8.263,0.090
8.264,0.099
8.265,0.094
8.266,0.099
8.267,0.097
8.268,0.096
8.269,0.098
8.270,0.092
8.271,0.099
8.272,0.101
8.273,0.100
8.274,0.101
8.275,0.102
8.276,0.103
8.277,0.103
8.278,0.101
8.279,0.101
8.280,0.101
8.281,0.103
8.282,0.102
8.283,0.099
8.284,0.106
8.285,0.106
8.286,0.105
8.287,0.110
8.288,0.109
8.289,0.110
8.290,0.111
8.291,0.111
8.292,0.104
8.293,0.105
8.294,0.114
8.295,0.104
8.296,0.102
8.297,0.108
8.298,0.109
8.299,0.112
8.300,0.116
8.301,0.117
8.302,0.114
8.303,0.112
8.304,0.114
8.305,0.110
8.306,0.113
8.307,0.112
8.308,0.107
8.309,0.110
8.310,0.108
8.311,0.112
8.312,0.110
8.313,0.103
8.314,0.097
8.315,0.096
8.316,0.096
8.317,0.100
8.318,0.098
8.319,0.099
8.320,0.101
8.321,0.093
8.322,0.091
8.323,0.093
8.324,0.100
8.325,0.097
8.326,0.097
8.327,0.096
8.328,0.090
8.329,0.090
8.330,0.077
8.331,0.077
8.332,0.077
8.333,0.073
8.334,0.075
8.335,0.074
8.336,0.083
8.337,0.088
8.338,0.077
8.339,0.062
8.340,0.069
8.341,0.068
8.342,0.068
8.343,0.075
8.344,0.073
8.345,0.086
8.346,0.069
8.347,0.051
8.348,0.057
8.349,0.051
8.350,0.046
8.351,0.046
8.352,0.059
8.353,0.064
8.354,0.050
8.355,0.047
8.356,0.049
8.357,0.048
8.358,0.048
8.359,0.058
8.360,0.058
8.361,0.052
8.362,0.056
8.363,0.054
8.364,0.049
8.365,0.046
8.366,0.050
8.367,0.050
8.368,0.047
8.369,0.048
8.370,0.047
8.371,0.048
8.372,0.049
8.373,0.044
8.374,0.040
8.375,0.046
8.376,0.046
8.377,0.040
8.378,0.042
8.379,0.041
8.380,0.043
8.381,0.048
8.382,0.051
8.383,0.051
8.384,0.045
8.385,0.048
8.386,0.052
8.387,0.050
8.388,0.045
8.389,0.048
8.390,0.054
8.391,0.057
8.392,0.051
8.393,0.042
8.394,0.047
8.395,0.045
8.396,0.035
8.397,0.042
8.398,0.045
8.399,0.041
8.400,0.040
8.401,0.039
8.402,0.042
8.403,0.044
8.404,0.049
8.405,0.051
8.406,0.046
8.407,0.049
8.408,0.046
8.409,0.040
8.410,0.042
8.411,0.045
8.412,0.046
8.413,0.045
8.414,0.043
8.415,0.036
8.416,0.039
8.417,0.039
8.418,0.042
8.419,0.058
8.420,0.057
8.421,0.060
8.422,0.051
8.423,0.035
8.424,0.049
8.425,0.041
8.426,0.034
8.427,0.036
8.428,0.025
8.429,0.030
8.430,0.035
8.431,0.038
8.432,0.038
8.433,0.034
8.434,0.038
8.435,0.041
8.436,0.039
8.437,0.037
8.438,0.038
8.439,0.040
8.440,0.044
8.441,0.044
8.442,0.043
8.443,0.044
8.444,0.048
8.445,0.044
8.446,0.040
8.447,0.042
8.448,0.041
8.449,0.039
8.450,0.041
8.451,0.042
8.452,0.045
8.453,0.039
8.454,0.037
8.455,0.042
8.456,0.038
8.457,0.042
8.458,0.040
8.459,0.043
8.460,0.049
8.461,0.049
8.462,0.043
8.463,0.042
8.464,0.042
8.465,0.040
8.466,0.042
8.467,0.046
8.468,0.051
8.469,0.046
8.470,0.043
8.471,0.045
8.472,0.038
8.473,0.040
8.474,0.040
8.475,0.040
8.476,0.040
8.477,0.037
8.478,0.040
8.479,0.037
8.480,0.035
8.481,0.034
8.482,0.030
8.483,0.035
8.484,0.037
8.485,0.039
8.486,0.042
8.487,0.037
8.488,0.036
8.489,0.034
8.490,0.033
8.491,0.038
8.492,0.040
8.493,0.035
8.494,0.037
8.495,0.037
8.496,0.040
8.497,0.043
8.498,0.038
8.499,0.038
8.500,0.042
8.501,0.041
8.502,0.040
8.503,0.045
8.504,0.046
8.505,0.043
8.506,0.036
8.507,0.041
8.508,0.045
8.509,0.040
8.510,0.041
8.511,0.043
8.512,0.056
8.513,0.057
8.514,0.033
8.515,0.021
8.516,0.035
8.517,0.045
8.518,0.040
8.519,0.040
8.520,0.040
8.521,0.040
8.522,0.052
8.523,0.049
8.524,0.043
8.525,0.045
8.526,0.042
8.527,0.048
8.528,0.044
8.529,0.041
8.530,0.045
8.531,0.058
8.532,0.062
8.533,0.062
8.534,0.066
8.535,0.064
8.536,0.069
8.537,0.066
8.538,0.073
8.539,0.086
8.540,0.086
8.541,0.080
8.542,0.076
8.543,0.079
8.544,0.075
8.545,0.073
8.546,0.075
8.547,0.082
8.548,0.086
8.549,0.080
8.550,0.080
8.551,0.082
8.552,0.086
8.553,0.082
8.554,0.081
8.555,0.089
8.556,0.095
8.557,0.101
8.558,0.093
8.559,0.088
8.560,0.093
8.561,0.098
8.562,0.101
8.563,0.102
8.564,0.102
8.565,0.101
8.566,0.099
8.567,0.101
8.568,0.099
8.569,0.091
8.570,0.092
8.571,0.091
8.572,0.096
8.573,0.096
8.574,0.091
8.575,0.094
8.576,0.095
8.577,0.104
8.578,0.101
8.579,0.107
8.580,0.107
8.581,0.093
8.582,0.094
8.583,0.092
8.584,0.089
8.585,0.080
8.586,0.075
8.587,0.072
8.588,0.073
8.589,0.075
8.590,0.075
8.591,0.084
8.592,0.074
8.593,0.061
8.594,0.060
8.595,0.070
8.596,0.078
8.597,0.074
8.598,0.071
8.599,0.067
8.600,0.070
8.601,0.072
8.602,0.068
8.603,0.067
8.604,0.073
8.605,0.073
8.606,0.063
8.607,0.065
8.608,0.062
8.609,0.062
8.610,0.065
8.611,0.066
8.612,0.071
8.613,0.067
8.614,0.062
8.615,0.058
8.616,0.054
8.617,0.051
8.618,0.050
8.619,0.050
8.620,0.049
8.621,0.052
8.622,0.056
8.623,0.052
8.624,0.046
8.625,0.042
8.626,0.040
8.627,0.040
8.628,0.033
8.629,0.028
8.630,0.032
8.631,0.034
8.632,0.030
8.633,0.026
8.634,0.025
8.635,0.029
8.636,0.030
8.637,0.019
8.638,0.020
8.639,0.030
8.640,0.026
8.641,0.021
8.642,0.019
8.643,0.019
8.644,0.021
8.645,0.022
8.646,0.024
8.647,0.027
8.648,0.032
8.649,0.018
8.650,0.008
8.651,0.016
8.652,0.025
8.653,0.020
8.654,0.016
8.655,0.021
8.656,0.015
8.657,0.015
8.658,0.021
8.659,0.023
8.660,0.019
8.661,0.017
8.662,0.026
8.663,0.026
8.664,0.021
8.665,0.021
8.666,0.022
8.667,0.022
8.668,0.025
8.669,0.026
8.670,0.022
8.671,0.019
8.672,0.018
8.673,0.019
8.674,0.026
8.675,0.031
8.676,0.029
8.677,0.024
8.678,0.021
8.679,0.015
8.680,0.013
8.681,0.015
8.682,0.017
8.683,0.029
8.684,0.032
8.685,0.025
8.686,0.026
8.687,0.019
8.688,0.010
8.689,-0.007
8.690,-0.027
8.691,-0.038
8.692,-0.051
8.693,-0.069
8.694,-0.081
8.695,-0.082
8.696,-0.069
8.697,-0.048
8.698,-0.045
8.699,-0.027
